Price Date,Close Price
15-11-2022,1594
14-11-2022,1585.3
11-11-2022,1570.1
10-11-2022,1501.95
09-11-2022,1511.2
07-11-2022,1507.45
04-11-2022,1514
03-11-2022,1530.75
02-11-2022,1553.3
01-11-2022,1573
31-10-2022,1537.65
28-10-2022,1513.25
27-10-2022,1523.95
25-10-2022,1526.3
24-10-2022,1517.85
21-10-2022,1500.5
20-10-2022,1500.9
19-10-2022,1485.45
18-10-2022,1503.7
17-10-2022,1489.95
14-10-2022,1474.25
13-10-2022,1419.9
12-10-2022,1428.7
11-10-2022,1423.8
10-10-2022,1462.65
07-10-2022,1451.2
06-10-2022,1455.15
04-10-2022,1429.4
03-10-2022,1393.75
30-09-2022,1413.45
29-09-2022,1398.65
28-09-2022,1394.7
27-09-2022,1393.55
26-09-2022,1380.25
23-09-2022,1365.45
22-09-2022,1367.95
21-09-2022,1377.25
20-09-2022,1388.55
19-09-2022,1390.3
16-09-2022,1377.05
15-09-2022,1432.8
14-09-2022,1475.4
13-09-2022,1544.95
12-09-2022,1536.2
09-09-2022,1511.65
08-09-2022,1475.9
07-09-2022,1457.65
06-09-2022,1455.1
05-09-2022,1461.3
02-09-2022,1453
01-09-2022,1464.2
30-08-2022,1492.95
29-08-2022,1461.75
26-08-2022,1521.55
25-08-2022,1518.15
24-08-2022,1537.5
23-08-2022,1542.4
22-08-2022,1575.65
19-08-2022,1597.1
18-08-2022,1582.95
17-08-2022,1606.25
16-08-2022,1596.45
12-08-2022,1594.1
11-08-2022,1619.95
10-08-2022,1602.45
08-08-2022,1619.4
05-08-2022,1616.65
04-08-2022,1599.9
03-08-2022,1566.1
02-08-2022,1543.6
01-08-2022,1551.05
29-07-2022,1549.7
28-07-2022,1517.4
27-07-2022,1471.05
26-07-2022,1451.15
25-07-2022,1503.6
22-07-2022,1506.3
21-07-2022,1532.9
20-07-2022,1515.3
19-07-2022,1484.15
18-07-2022,1489.9
15-07-2022,1430.35
14-07-2022,1428.85
13-07-2022,1444.45
12-07-2022,1438.6
11-07-2022,1473.15
08-07-2022,1514.45
07-07-2022,1498.7
06-07-2022,1491.65
05-07-2022,1475.95
04-07-2022,1488
01-07-2022,1479.4
30-06-2022,1461.9
29-06-2022,1463.25
28-06-2022,1480.15
27-06-2022,1474.6
24-06-2022,1441.1
23-06-2022,1452.45
22-06-2022,1437.25
21-06-2022,1449.9
20-06-2022,1414.15
17-06-2022,1387.3
16-06-2022,1397.2
15-06-2022,1422.2
14-06-2022,1440.55
13-06-2022,1424.5
10-06-2022,1476.8
09-06-2022,1515
08-06-2022,1500
07-06-2022,1506.7
06-06-2022,1530.05
03-06-2022,1521.7
02-06-2022,1508
01-06-2022,1478.55
31-05-2022,1503.6
30-05-2022,1526.8
27-05-2022,1461.35
26-05-2022,1423.95
25-05-2022,1410.45
24-05-2022,1441
23-05-2022,1468.4
20-05-2022,1455.15
19-05-2022,1427.15
18-05-2022,1509.2
17-05-2022,1518.45
16-05-2022,1489.1
13-05-2022,1504.4
12-05-2022,1508.8
11-05-2022,1526.75
10-05-2022,1553
09-05-2022,1570.35
06-05-2022,1542.85
05-05-2022,1585.15
04-05-2022,1535.55
02-05-2022,1541
29-04-2022,1567.55
28-04-2022,1582.6
27-04-2022,1552.8
26-04-2022,1581
25-04-2022,1561.1
22-04-2022,1585.45
21-04-2022,1618.8
20-04-2022,1587.7
19-04-2022,1562
18-04-2022,1621.4
13-04-2022,1748.55
12-04-2022,1742.45
11-04-2022,1766.55
08-04-2022,1814.6
07-04-2022,1811
06-04-2022,1828.85
05-04-2022,1861.1
04-04-2022,1882.95
01-04-2022,1903.55
31-03-2022,1906.85
30-03-2022,1903.95
29-03-2022,1886
28-03-2022,1873.9
25-03-2022,1876.55
24-03-2022,1886.7
23-03-2022,1872.4
22-03-2022,1887.4
21-03-2022,1853.05
17-03-2022,1854.6
16-03-2022,1889.4
15-03-2022,1839.3
14-03-2022,1890.7
11-03-2022,1822
10-03-2022,1825.9
09-03-2022,1813.35
08-03-2022,1778.2
07-03-2022,1739.85
04-03-2022,1723.3
03-03-2022,1720.85
02-03-2022,1702.8
28-02-2022,1715.6
25-02-2022,1694.6
24-02-2022,1678.15
23-02-2022,1742.85
22-02-2022,1734.35
21-02-2022,1730.7
18-02-2022,1706.95
17-02-2022,1724.8
16-02-2022,1733.3
15-02-2022,1738.25
14-02-2022,1682.2
11-02-2022,1721.35
10-02-2022,1769.6
09-02-2022,1737.3
08-02-2022,1717.3
07-02-2022,1715
04-02-2022,1741.1
03-02-2022,1738.55
02-02-2022,1787.1
01-02-2022,1772.05
31-01-2022,1736.2
28-01-2022,1686.2
27-01-2022,1678.6
25-01-2022,1722.15
24-01-2022,1736.8
21-01-2022,1785.7
20-01-2022,1823.7
19-01-2022,1867.05
18-01-2022,1920.75
17-01-2022,1939.5
14-01-2022,1929.35
13-01-2022,1896.8
12-01-2022,1877.45
11-01-2022,1855.6
10-01-2022,1850.75
07-01-2022,1814.3
06-01-2022,1817.8
05-01-2022,1844.65
04-01-2022,1899.15
03-01-2022,1898.45
31-12-2021,1887.75
30-12-2021,1892.85
29-12-2021,1885.55
28-12-2021,1888
27-12-2021,1866.15
24-12-2021,1863.5
23-12-2021,1857.6
22-12-2021,1824.7
21-12-2021,1811.6
20-12-2021,1798.9
17-12-2021,1820.85
16-12-2021,1771.6
15-12-2021,1734.2
14-12-2021,1752.15
13-12-2021,1744.65
10-12-2021,1759.25
09-12-2021,1763.45
08-12-2021,1753.35
07-12-2021,1711.65
06-12-2021,1695.3
03-12-2021,1735.55
02-12-2021,1748.25
01-12-2021,1714.9
30-11-2021,1712.65
29-11-2021,1696.35
26-11-2021,1691.65
25-11-2021,1722.4
24-11-2021,1696
23-11-2021,1736.9
