Price Date,Close Price
22-11-2021,1759.4
18-11-2021,1779.4
17-11-2021,1787.45
16-11-2021,1792.3
15-11-2021,1787.15
12-11-2021,1780.2
11-11-2021,1733.3
10-11-2021,1740.15
09-11-2021,1742.5
08-11-2021,1737.5
04-11-2021,1708.7
03-11-2021,1702.5
02-11-2021,1697.9
01-11-2021,1700.05
29-10-2021,1667.75
28-10-2021,1703.9
27-10-2021,1728.95
26-10-2021,1703.7
25-10-2021,1707.55
22-10-2021,1719.8
21-10-2021,1753.65
20-10-2021,1802.35
19-10-2021,1822.15
18-10-2021,1792.15
14-10-2021,1715.75
13-10-2021,1709.2
12-10-2021,1685.15
11-10-2021,1690.95
08-10-2021,1723.85
07-10-2021,1691
06-10-2021,1673.55
05-10-2021,1692.8
04-10-2021,1678.75
01-10-2021,1665.15
30-09-2021,1675.2
29-09-2021,1692.25
28-09-2021,1687.1
27-09-2021,1721.15
24-09-2021,1763.85
23-09-2021,1742.55
22-09-2021,1716.9
21-09-2021,1718.45
20-09-2021,1687.85
17-09-2021,1691.3
16-09-2021,1702.25
15-09-2021,1711.45
14-09-2021,1686.15
13-09-2021,1691.9
09-09-2021,1691.6
08-09-2021,1693.25
07-09-2021,1706.65
06-09-2021,1730.4
03-09-2021,1700.65
02-09-2021,1689.1
01-09-2021,1677.75
31-08-2021,1706.45
30-08-2021,1698.05
27-08-2021,1708.8
26-08-2021,1727.7
25-08-2021,1735.55
24-08-2021,1720.85
23-08-2021,1738.75
20-08-2021,1732.95
18-08-2021,1733.45
17-08-2021,1741.65
16-08-2021,1704.4
13-08-2021,1712.2
12-08-2021,1689.6
11-08-2021,1677.55
10-08-2021,1677.25
09-08-2021,1663.3
06-08-2021,1650.2
05-08-2021,1653.55
04-08-2021,1649.25
03-08-2021,1655.2
02-08-2021,1631.55
30-07-2021,1610.5
29-07-2021,1617
28-07-2021,1605.6
27-07-2021,1602.55
26-07-2021,1603.9
23-07-2021,1590.45
22-07-2021,1590.2
20-07-2021,1550.05
19-07-2021,1541.7
16-07-2021,1555.45
15-07-2021,1580.8
14-07-2021,1576.9
13-07-2021,1544.95
12-07-2021,1547.85
09-07-2021,1562.9
08-07-2021,1560.75
07-07-2021,1564.6
06-07-2021,1562.2
05-07-2021,1578.95
02-07-2021,1567.8
01-07-2021,1560.4
30-06-2021,1580.8
29-06-2021,1563.05
28-06-2021,1571.8
25-06-2021,1574.2
24-06-2021,1559.2
23-06-2021,1503.15
22-06-2021,1511.85
21-06-2021,1500.3
18-06-2021,1503.3
17-06-2021,1495.3
16-06-2021,1480.6
15-06-2021,1473.9
14-06-2021,1461.8
11-06-2021,1446.9
10-06-2021,1424.3
09-06-2021,1415.3
08-06-2021,1412.95
07-06-2021,1389.65
04-06-2021,1385.65
03-06-2021,1389.65
02-06-2021,1378.65
01-06-2021,1387.2
31-05-2021,1393.75
28-05-2021,1405.05
27-05-2021,1402.25
26-05-2021,1397.25
25-05-2021,1361.6
24-05-2021,1348.05
21-05-2021,1354.5
20-05-2021,1339.3
19-05-2021,1337
18-05-2021,1340
17-05-2021,1329.4
14-05-2021,1316.4
12-05-2021,1327
11-05-2021,1330.65
10-05-2021,1339.55
07-05-2021,1352.55
06-05-2021,1361.6
05-05-2021,1341.5
04-05-2021,1329.4
03-05-2021,1352.05
30-04-2021,1354.35
29-04-2021,1356.35
28-04-2021,1356
27-04-2021,1348.5
26-04-2021,1343.55
23-04-2021,1333.8
22-04-2021,1351.1
20-04-2021,1351.35
19-04-2021,1362.55
16-04-2021,1353.75
15-04-2021,1360.75
13-04-2021,1397.15
12-04-2021,1425.75
09-04-2021,1441.05
08-04-2021,1439.85
07-04-2021,1430.2
06-04-2021,1411.05
05-04-2021,1409.9
01-04-2021,1385.2
31-03-2021,1368.05
30-03-2021,1385.3
26-03-2021,1336.2
25-03-2021,1333.8
24-03-2021,1353.75
23-03-2021,1371.55
22-03-2021,1370.8
19-03-2021,1344.45
18-03-2021,1337.1
17-03-2021,1387
16-03-2021,1384
15-03-2021,1373.6
12-03-2021,1374.85
10-03-2021,1368.15
09-03-2021,1345.55
08-03-2021,1335.75
05-03-2021,1316.7
04-03-2021,1330.35
03-03-2021,1343.55
02-03-2021,1304.5
01-03-2021,1267
26-02-2021,1253.3
25-02-2021,1274.55
24-02-2021,1274.3
23-02-2021,1266.35
22-02-2021,1265.2
19-02-2021,1291.3
18-02-2021,1292.45
17-02-2021,1281.3
16-02-2021,1290.4
15-02-2021,1309.65
12-02-2021,1309.8
11-02-2021,1292.65
10-02-2021,1296.5
09-02-2021,1305.55
08-02-2021,1303.55
05-02-2021,1272.1
04-02-2021,1279.35
03-02-2021,1284.65
02-02-2021,1271.25
01-02-2021,1260.9
29-01-2021,1239.05
28-01-2021,1276.2
27-01-2021,1301
25-01-2021,1325.1
22-01-2021,1340.85
21-01-2021,1339.7
20-01-2021,1339.45
19-01-2021,1316.65
18-01-2021,1312.05
15-01-2021,1344.95
14-01-2021,1370.5
13-01-2021,1387.15
12-01-2021,1371.75
11-01-2021,1376.2
08-01-2021,1312.1
07-01-2021,1262.15
06-01-2021,1282.1
05-01-2021,1293.8
04-01-2021,1288.25
01-01-2021,1260.45
31-12-2020,1255.8
30-12-2020,1246.8
29-12-2020,1250.3
28-12-2020,1240.3
24-12-2020,1236.05
23-12-2020,1253.05
22-12-2020,1220.5
21-12-2020,1177.3
18-12-2020,1189.8
17-12-2020,1159.2
16-12-2020,1165.7
15-12-2020,1154.6
14-12-2020,1164.55
11-12-2020,1163.2
10-12-2020,1167.75
09-12-2020,1175.2
08-12-2020,1153.35
07-12-2020,1143.5
04-12-2020,1134.65
03-12-2020,1126.45
02-12-2020,1140.9
01-12-2020,1137.85
27-11-2020,1100
26-11-2020,1113.2
25-11-2020,1115.65
24-11-2020,1140.05
23-11-2020,1139.85
20-11-2020,1103.35
19-11-2020,1096.75
18-11-2020,1110.55
17-11-2020,1123.7
14-11-2020,1133.45
13-11-2020,1124.2
12-11-2020,1117.75
11-11-2020,1122.5
10-11-2020,1091.05
09-11-2020,1136.55
06-11-2020,1112.75
05-11-2020,1104
04-11-2020,1093.95
03-11-2020,1062.55
02-11-2020,1072.3
30-10-2020,1060.6
29-10-2020,1074.85
28-10-2020,1076.55
27-10-2020,1090.85
26-10-2020,1112.45
23-10-2020,1122.5
22-10-2020,1129.05
21-10-2020,1148.35
20-10-2020,1137.5
19-10-2020,1125.9
16-10-2020,1127.5
15-10-2020,1108.25
14-10-2020,1137
13-10-2020,1157.8
12-10-2020,1132.1
09-10-2020,1106.8
08-10-2020,1093.7
07-10-2020,1066.55
06-10-2020,1055.75
05-10-2020,1048.7
01-10-2020,1017.65
30-09-2020,1008.25
29-09-2020,1009
28-09-2020,1010.4
25-09-2020,1011.45
24-09-2020,975.4
23-09-2020,1019.75
22-09-2020,1007.5
21-09-2020,1009.9
18-09-2020,1002.15
17-09-2020,1011
16-09-2020,1001.75
15-09-2020,982.45
14-09-2020,978.4
11-09-2020,945.7
10-09-2020,940.05
09-09-2020,927.75
08-09-2020,939.3
07-09-2020,925.05
04-09-2020,919.15
03-09-2020,935.55
02-09-2020,924
01-09-2020,914.15
31-08-2020,928.6
28-08-2020,935.25
27-08-2020,947.05
26-08-2020,950.8
25-08-2020,938.1
24-08-2020,947.4
21-08-2020,948.8
20-08-2020,955.15
19-08-2020,959.3
18-08-2020,967.55
17-08-2020,957.5
14-08-2020,953.6
13-08-2020,951.2
12-08-2020,954.95
11-08-2020,948.45
10-08-2020,951.35
07-08-2020,950.9
06-08-2020,970.85
05-08-2020,944.7
04-08-2020,949.85
03-08-2020,956.9
31-07-2020,966
30-07-2020,961.45
29-07-2020,954.15
28-07-2020,962.85
27-07-2020,948.45
24-07-2020,922.85
23-07-2020,907.95
22-07-2020,917.9
21-07-2020,936.75
20-07-2020,934.3
17-07-2020,903.15
16-07-2020,911
15-07-2020,830.95
14-07-2020,783.25
13-07-2020,797.05
10-07-2020,781.85
09-07-2020,781.7
08-07-2020,774.7
07-07-2020,794.15
06-07-2020,764
03-07-2020,762.7
02-07-2020,756.6
01-07-2020,731.9
30-06-2020,735.95
29-06-2020,731.75
26-06-2020,748.2
25-06-2020,700.5
24-06-2020,714.15
23-06-2020,720.65
22-06-2020,703.7
19-06-2020,705.55
18-06-2020,713.9
17-06-2020,703.65
16-06-2020,701.2
15-06-2020,687.55
12-06-2020,692.05
11-06-2020,703.95
10-06-2020,715.85
09-06-2020,717.6
08-06-2020,720.85
05-06-2020,703.55
04-06-2020,707.75
03-06-2020,701.55
02-06-2020,708.1
01-06-2020,699.55
29-05-2020,691
28-05-2020,707.4
27-05-2020,705.45
26-05-2020,680.55
22-05-2020,692.35
21-05-2020,672.2
20-05-2020,669.55
19-05-2020,668.6
18-05-2020,663.9
15-05-2020,652.3
14-05-2020,658.15
13-05-2020,694.15
12-05-2020,687.65
